,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
7SK,5.677533989897897e-17,8.012016902693816e-77,1.0155741129519235e-47,2.5509451530083164e-56,1.546316064945503e-08,0.04694624377683973,1.0878385282644326e-158,0.0005622908575350393,3.064462001370311e-06,0.0,9.053870444175564e-65,3.5038121801025657e-71,4.1838679574597106e-74,2.500631366274847e-06,3.175755212062526e-06,1.47392063307e-313,2.08141164051059e-09,8.34698235982821e-08,1.4238715252665293e-103,4.1471761501796275e-23,2.3295476557842774e-231,2.4438083012894147e-12,2.088592587554885e-90,0.0,1.3821492903827545e-190,1.1108883223278512e-62,4.411412915381345e-270,1.1569434149540724e-10,3.2930912306993267e-62,2.7361507459692763e-07,2.2929183065596554e-67,1.4136816153795807e-45,4.168033927383156e-242,3.9228758556421194e-14,3.364368003405729e-07,0.0,1.2284839106544582e-50,1.061255197338832e-28,5.92002549520814e-21,2.0516911604457794e-67,2.1188798919852268e-08,1.4059244033857144e-14,1.3874110486700675e-106,3.942624267311086e-22,4.7293249938605406e-07,4.7889349497344996e-12,3.797249525834296e-07,9.014583609167848e-54,1.6805101124174792e-05,8.361335504983247e-23,9.351767236870869e-38,1.063315424518914e-31,8.01034467780172e-09,5.3228832728234215e-39,5.4903202676995474e-30,3.469627317666769e-44,1.4536540934123487e-111,0.0,0.560649824664308,5.952440852625227e-25,1.0546659672739024e-43,1.3315102141115755e-29,0.0,3.884045461059311e-180
ADAMTS9-AS2,0.0767252918476159,0.01654170576862758,0.07448499919137518,0.03374752496390406,0.01925607612099769,0.059026219019417875,0.16869093314093167,0.011123902551087582,0.01501196660937008,0.010869894025263425,0.05049438453636221,0.003680136847661302,0.031203275388731952,0.008629358407125743,0.015584769891896777,0.009568392034837059,0.22741726034700038,0.02265968351109727,0.060537324615749455,0.09512449043437217,0.37157382981159565,0.07954665151851008,0.02776887468612912,0.020763441531470653,0.1575253554252755,0.003053351243701586,0.09011164441529845,0.1833253774075562,0.008135113377246763,0.015776527822405535,0.2547369894361331,0.052983937381486594,0.058475613405217126,0.01291841250003221,0.001157619987649058,0.0024346916178634758,0.031328972963667136,0.012146724412958698,0.08047792176393616,0.025499156675862517,0.16726144525103975,0.025138248444887122,0.005140778382002638,0.00012357379091478107,0.00666995295383702,0.18363862174834714,0.011704866254051604,0.1501439959663772,0.0014275960086745623,0.09449351467761102,0.010469330477528115,0.10751436733062097,0.02701979725753515,0.07781407957724353,0.08095255873799073,0.035358967975736386,0.01348376759234673,0.023377164167207004,0.07984186001874122,0.027319487765734018,0.000660681857331158,0.02553379273522028,0.0025485227935960354,0.0111469003194079
ATP6V1G2-DDX39B,0.0,0.0,0.0,2.890497112652091e-168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8972781871688759,9.625921121597912e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6540639763826088e-222,0.0,0.0,0.0,0.0,0.0,0.0,4.391590851774178e-30,0.0,0.0,5.576147071455673e-156,0.0,0.012711898580355846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.296582870820648e-273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN8OS,0.09893252560447856,0.04881018926152208,0.041046727336115967,0.01293981264859063,0.018946660998082194,0.00438902688732083,0.09858543614263453,0.05414762602838141,0.004380612177390374,0.03667899127379185,0.039226092959620845,0.0062352349525461705,0.0,0.06996168083837105,0.018749410922237496,0.02656011150480816,0.16990514691345265,0.011743575952744867,0.057200525382767875,0.05165142925975734,0.10001413741938654,0.04597473115403895,0.05126455622844118,0.005674039827523389,0.12205717375508228,0.0006683528666515864,0.11121856479583984,0.28062694193089144,0.0023980981589289,0.01418367506666009,0.4541640241764519,0.05015143832016859,0.030310464679285755,0.01381520496414857,0.039780398731120194,0.005624801326834185,0.012352662620568852,0.0016046631341882682,0.0021120587283941453,0.02130704058172871,0.1172113904403201,0.04993029226006285,0.00040909898662764795,0.00040047504820658197,0.0160830432737783,0.10089012838632179,0.03723546980346888,0.15003797189607657,0.0024895472571063227,0.27555467977405196,0.014976968408511803,0.16427054276477832,0.04219561909047053,0.014219556138369255,0.058776208520696954,0.007558098840066772,0.029806667275421292,0.03975869071808649,0.0552402232647082,0.020218474119551636,0.0008768983391246454,0.08797907627886291,0.0006820796573275235,0.06418332127339073
BACE1-AS,0.04951705272357995,0.04821273165455525,0.034149857803121124,0.06773834008781501,0.15097874075497233,0.0822653677724727,0.016077957840039608,0.0007319051383725437,0.005673299690071352,0.0572660880073879,0.0,0.09169397010512555,0.039395274525274984,0.05214689395948497,0.055765030165212275,0.22869468105273127,0.10226436120816298,0.017789558107867268,0.06267188706923861,0.09122806827979117,0.2896105005607961,0.499963833586687,0.018655004455342208,0.04609762667637397,0.01060008360751912,0.07082926553219429,0.09795875745884546,0.023871923571269046,0.06018621322325378,0.0417374073127519,0.11148669160964138,0.0,0.022111173300939486,0.004134064869082686,0.011874536466265417,0.010841334286048858,0.10609595291369678,0.037442456055902615,0.03755432893715301,0.0097440377663435,0.04698354735713905,0.002707823092610784,0.0948103472950262,0.027745739514783502,0.012630212243119172,0.1650604614353125,0.01256179108245521,0.01047897940781791,0.33490299342755003,0.03555581223665913,0.03786098775790259,0.006269059653795444,0.044421514314275524,0.16585029567927648,0.8652802111394148,0.03755661309088784,0.01810414482260851,0.006070934671115791,0.06823040998014357,0.028213623053115824,0.03172601832925994,0.054605968996950124,0.06404860403497621,0.008953206810048454
BANCR,0.022499958516847218,0.004440261838563853,0.002856296864075821,0.028339614987275732,0.020929675363480206,0.11968178273590148,0.12933487827792972,0.08896924123007724,0.23716698406243308,0.0023016527620984702,0.026986199039537143,0.07933591958034186,0.008268122329360706,0.0008977007212381527,0.14688412903766304,0.004455875402864947,0.06819709015862192,0.004104652947574745,0.04236207724782033,0.0155298271717994,0.09967948147317914,0.06405839491098543,0.059876406023227025,0.010578816467717881,0.06136272164672406,0.10292269096797194,0.04187712586218466,0.198562395850386,0.016703891899724675,0.04671788916407262,0.13071689536836695,0.07722370521642646,0.17706335858009095,0.02805811747138312,0.1355458587642139,0.0033162289313344944,0.1169513558353326,0.2758407264349007,0.16906219106833378,0.07283214016584601,0.06430971023218082,0.049028003094924305,0.050766070749178285,0.018884527075654557,0.0051289832339279605,0.10585810101991981,0.012661905584409997,0.12416888789227166,0.19365091565613884,0.0954939562611254,0.041081154850988615,0.09036826497687249,0.03820991795605336,0.034463543321844266,0.09634627624748018,0.0023117973293414027,0.03038099014007269,0.02041372682534982,0.018744446084240543,0.05768617615277978,0.028628216937490136,0.025568955752147286,1.2972450588677473,0.017164453360347588
BCAR4,0.1773714006777002,0.047305976275116804,0.11374849210965883,0.08777658960303729,0.19110781656718795,0.06541063031267388,0.12792712141896614,0.086402219945159,0.04249345441502552,0.04659180541387625,0.015570849495168041,0.10275878045775569,0.1053548260277113,0.17628550301321882,0.04356530265164986,0.13232458011406775,0.16214261084716922,0.10030465035951322,0.06854976550153852,0.10099466697299193,0.08677390985572161,0.045771609226045194,0.04034280275344639,0.11345509985382653,0.02829586525940651,0.029698023333885167,0.017068672408831326,0.10007328304447231,0.02270656995368078,0.21738382494515274,0.018477289303325654,0.06340517564418958,0.024961105311449832,0.10633732795171971,0.003882759154429787,0.03932232025088007,0.04948074770690659,0.03285885987768121,0.039332402716318306,0.027216615011390274,0.11511839946310626,0.14124927553865513,0.11168029860894059,0.020153134245391016,0.07712077336009371,0.07734597216262405,0.07768063264731688,0.15718972271987192,0.15583280305980932,0.16148686330113557,0.05915486605608603,0.034851892165822705,0.14474023447044046,0.11604268415926035,0.0074068451600841105,0.09113667680653269,0.04730989316731441,0.10565622241372603,0.2989332667752863,0.028464169962755845,0.08351198720660195,0.07188990965771257,0.046175687879715765,0.0068188055976811735
BCYRN1,0.030423387126542033,0.00861503547738339,0.14639801315963616,0.0775551662093145,0.0005563962580550415,0.050849398777186056,0.192111068181454,0.012837684231711773,0.04196521129955292,0.009345667256563774,0.004383082708280067,0.018446810965601815,0.010450570609393554,0.024703933616186894,0.0066008072926165015,0.0009512667809601162,0.016225985174361766,0.005849815685632879,0.6172181291870134,0.0011270453694409873,0.02984986332708088,0.007344878585986947,0.004419713067941024,0.020861833330106203,0.02086562164781265,0.09507613450519763,0.4003897424589123,0.07997725901994077,0.03631979510103549,0.0019181573618921714,0.003463241714026492,0.039409419638233543,0.056868601491298784,0.0019598458646456368,0.009065361193222465,0.0003542518034146441,0.031276372420908215,0.2080971321181389,0.24438495318461848,0.03877390773293804,0.014465062141587215,0.023895864289689154,0.003307841959837882,0.10814837473259879,0.37082005105150206,0.06328763403875923,0.004954733111823846,0.024994009870158006,0.04626545081396251,0.011417781917714023,0.001899423193851111,0.04049593473344834,0.0004698040378288585,0.005539268815638538,0.040601859477383366,0.0,1.1726362552591991,0.021451956604140197,0.048433261963519575,0.06510307881502538,0.00209963107167655,0.044618917761729306,1.0968363423105993,0.043464764091984194
BDNF-AS,0.09209078695807278,0.38262704587935753,0.03565502651891696,0.09723916668820355,1.5440861202302112,0.012996163637725799,0.024814755871612235,0.00036941256931756527,0.0322033735702802,0.0011650431553146615,0.0065370960901309436,0.028710164810886448,0.006561744912791244,0.02553358444748664,0.014488123931476395,0.025856984766314615,0.03242951403185461,0.038280374804248646,0.041098003592019275,0.21397339367967846,0.018690734720509933,0.09595685834698789,0.045173370801088984,0.002058113372937941,0.0019100785061995193,0.0024215848451319506,0.056697217121678106,0.11437108897801167,0.013200560579081247,0.09028461616949815,0.15140259318216606,0.006480248734403217,0.03677086508198356,0.139987823517422,0.15830847297645886,0.10573994298973828,0.020288054399194313,0.02187580199942996,0.10798502296075721,0.027344094537898267,0.02505375612565781,0.042092196646721376,0.04568758444378327,0.0011921265219606793,0.05738736157767736,0.13558580601956596,0.025382319392876523,0.19154450564812098,0.23700011415972405,0.16129290600718096,0.03809349918094562,0.003560883135671801,0.04773258626482372,0.03869744221839768,0.05646828665698843,0.02142069293960678,0.0052202892943072135,0.17116917931978878,0.005181798300241563,0.004761354775809051,0.031438532137628074,0.015301317392742436,0.05103622497492428,0.005694278742186225
BOK-AS1,0.4477673421100326,0.06699482084048447,0.06983733847008552,0.022930908804603717,0.004358294888051425,0.2933197668875457,0.05646825801451773,0.03591377621685712,0.02846364393477268,0.16894343449728633,0.06440921648652909,0.9562322762327198,0.00099488457155737,0.006407792152250095,0.017216408664481743,0.006093478319602778,0.05869816344023906,0.02875736018437021,0.1001601775734435,0.07692923577046785,0.1335726702375976,0.01357950694520983,0.049457341695126035,0.09421366490706871,0.04132141645221008,0.007422672933731019,0.024955056589643927,0.13992404315243978,0.021819293448019025,0.09761269121890767,0.25288234204349413,0.08997790526057987,0.04309164158765403,0.03284620144856107,0.012182215316379153,0.004136058677236739,0.024804046624053416,0.049952503732638154,0.06079621921174799,0.01662783861069704,0.01255005368343,0.015095830815036427,0.004454485815903297,0.0006180871713640967,0.1406845271963928,0.15341416282832698,0.02446122800171469,0.028853968623318363,0.0007666566756600774,0.10581843599387494,0.0021277763576629657,0.10901338396301746,0.008504963536541905,0.006815276011102572,0.08852288996794758,0.054759004667498536,0.0275923685359018,0.08864808179205057,0.01836997498029991,0.07727619959061971,0.0013604645872004638,0.09507759418244793,0.01383347178706775,0.09513827838509725
